label,speaker,language,dim1,dim2,dim3,dim4,dim5,dim6
VF19B_Eng,VF19B,Eng,0.09760407210611147,0.3115768496707727,0.42233096464735814,-0.10606671152929374,-0.03067766150420529,0.13093571027721745
VF19D_Eng,VF19D,Eng,0.11870779958819817,-0.23213389521868222,-0.4034688570808502,0.19008026729818842,-0.0740500523234435,0.1445891999295924
VF21A_Eng,VF21A,Eng,-0.5261371260746881,-0.218047025845574,0.11880083873787525,0.1278304017665136,0.24552432111058117,0.13477940025660828
VF21B_Eng,VF21B,Eng,-0.4386084937393143,0.3798010133643519,-0.1490968308725725,-0.2807091721117386,-0.1551385824160252,-0.08340111668278578
VF21C_Eng,VF21C,Eng,-0.11048479353843399,0.401230333451506,-0.21373593234979488,-0.13461304803369245,0.2892605194021077,-0.09702244820200552
VF21D_Eng,VF21D,Eng,-0.2782229918772231,0.4182896668200163,0.024860037786193025,0.37432931691924043,-0.13469349706151232,-0.05972448904976998
VF23B_Eng,VF23B,Eng,-0.07232420446542512,-0.5070114466684514,0.19658811990420544,0.015374774724062852,-0.26556586952452893,-0.10504990273722603
VF23C_Eng,VF23C,Eng,-0.020886401991712197,-0.5428463064070584,0.10078253175734583,-0.057728751063267164,0.06654426683040435,-0.20742691561999912
VF26A_Eng,VF26A,Eng,0.8433294218451359,0.16746720720407335,0.05611390387919571,0.1827692850969536,0.10271503079984998,-0.04147401745414166
VF32A_Eng,VF32A,Eng,0.387022718147318,-0.17832639637093334,-0.15317477640898783,-0.31126636306698424,-0.04391847531322548,0.18379457928249215
