label,speaker,language,dim1,dim2,dim3,dim4
VF19B_Mixed,VF19B,Mixed,0.6879822475558309,0.13005922835820494,0.06493095431738405,-0.06891984900235543
VF19D_Mixed,VF19D,Mixed,-0.22165819856342497,0.35738242424791355,0.4337147919057051,0.033051948756009794
VF21A_Mixed,VF21A,Mixed,0.10125763389896882,-0.05063654787191163,0.1734267743470537,-0.4790174942586084
VF21B_Mixed,VF21B,Mixed,0.34218347833604773,-0.3312549830170262,0.22970593154188276,0.2599651089123374
VF21C_Mixed,VF21C,Mixed,0.20773147802393424,0.058478701837429606,-0.15388273927685028,0.45606683735255227
VF21D_Mixed,VF21D,Mixed,0.31719906807037285,-0.4298499830971838,-0.332438750023889,0.018358554457525406
VF23B_Mixed,VF23B,Mixed,-0.717547712013223,-0.2528634502223792,0.04931504756459448,0.17361684637979663
VF23C_Mixed,VF23C,Mixed,-0.38894318360286423,-0.5440041499986341,0.057231171552479206,-0.2413879709881823
VF26A_Mixed,VF26A,Mixed,-0.15518465140404458,0.32183724221116816,-0.482517210225907,-0.16373311890357573
VF32A_Mixed,VF32A,Mixed,-0.1730201603016614,0.740851517552474,-0.0394859717023752,0.011999137294510073
