ndim,all_stimuli_all_listeners,all_stimuli_can_listeners,all_stimuli_eng_listeners,can_stimuli_all_listeners,can_stimuli_can_listeners,can_stimuli_eng_listeners,eng_stimuli_all_listeners,eng_stimuli_can_listeners,eng_stimuli_eng_listeners,mixed_stimuli_all_listeners,mixed_stimuli_can_listeners,mixed_stimuli_eng_listeners
2,0.9999999999999999,1,1,1,1,1,0.9999999999999999,1,1,1,1,1
3,0.8278053840248012,0.822176352337401,0.8305019792967284,0.8266107137116034,0.825321098531978,0.8090990834412533,0.8632642306516192,0.8448405127184171,0.8450947727045452,0.8205679387707061,0.8000323375451803,0.8186325515258583
4,0.7183264957934961,0.7032174910347716,0.7220566818517573,0.7493641094161889,0.7377839736536591,0.7256911648140596,0.7631455722868752,0.7343554701983293,0.7453990492726927,0.6995599756185857,0.6875039604268106,0.7091162239125298
5,0.63779364716682,0.6260293018167422,0.6461776429500006,0.7021214680789692,0.6968040331466097,0.6704861756205756,0.6964796437100897,0.67198264386000806,0.6928911805792896,0.6416472147262866,0.6305664966455331,0.6513700062073136
6,0.5890539897797671,0.5778504204654555,0.5962156000890801,0.667222625006315,0.6756098355220311,0.6419041599055637,0.6605207052133668,0.6349622408422441,0.6650686178178841,0.5970264714289861,0.5881367266120542,0.6051021666288768
7,0.5584829647501879,0.5480409893504042,0.5621998699257005,0.6538540476568817,0.666619522409615,0.6306494104942166,0.6468115826971335,0.619631647783781,0.6604395368204892,0.5724571061484025,0.5684937253035818,0.5759493083658775
