label,speaker,language,dim1,dim2,dim3,dim4,dim5
VF19B_Can,VF19B,Can,0.2082633015862308,0.03584491851720687,0.15712487184029503,0.049000405513435104,0.32246732247411924
VF19D_Can,VF19D,Can,-0.17014781302830176,0.013949199191830505,-0.2192244979869357,-0.07040207914617637,-0.2970978168329059
VF21A_Can,VF21A,Can,-0.32123034556226454,0.06686837918353535,-0.09900114219291206,-0.412382846524804,0.05001697405850995
VF21B_Can,VF21B,Can,0.31318408594283065,0.0010883057492400419,-0.4486977745024212,0.06091652361729761,0.1259121203764953
VF21C_Can,VF21C,Can,0.2231790493587938,-0.0444363560466043,-0.004036290692263492,0.4393472028505144,-0.0442045460835957
VF21D_Can,VF21D,Can,0.8213311128895441,-0.06899219129599607,-0.019471835755973024,-0.1282940635721157,-0.04511194500684922
VF23B_Can,VF23B,Can,-0.0650009073936262,0.7362719609861479,0.07328104220688701,0.025990137559277503,-0.03586456724230735
VF23C_Can,VF23C,Can,-0.05508841756413388,0.04560739323719175,0.5399250699998753,-0.04780347289572433,-0.09978749183892803
VF26A_Can,VF26A,Can,-0.09458770618091863,-0.7095071791003495,0.07246542142084625,-0.042712515975865714,-6.816546909400364e-4
VF32A_Can,VF32A,Can,-0.8599023600481535,-0.07669443042222548,-0.052364864337390404,0.12634070857413043,0.02435160478641512
