label,speaker,language,dim1,dim2,dim3,dim4,dim5,dim6
VF19B_Mixed,VF19B,Mixed,-0.3362099527641285,0.6310222353105248,-0.09291940280491387,0.10565155303005173,0.1429056510961268,-0.13094183160043688
VF19D_Mixed,VF19D,Mixed,-0.26988034565979757,-0.30216592947892396,0.042373801855281244,-0.07535837208871225,0.007400667404038999,0.39315423064021393
VF21A_Mixed,VF21A,Mixed,0.050476811239644606,-0.16149959414278298,0.032263322857133646,0.5362436615612243,0.00378406010394577,0.0727215674445922
VF21B_Mixed,VF21B,Mixed,0.07691501221152092,0.3962449580064928,0.4554283374911851,-0.04753563137644075,-0.0035048051144884167,0.03713856131452371
VF21C_Mixed,VF21C,Mixed,-0.131520712299022,0.28802261930788925,0.07113705512557607,0.04172790089324989,-0.381430767030056,-0.022087414587345047
VF21D_Mixed,VF21D,Mixed,0.6775939544317905,0.35364775948271565,-0.1415241343339699,-0.2043528408661807,-0.039008593861242336,0.10267810516578721
VF23B_Mixed,VF23B,Mixed,0.2692331954145025,-0.2881985160864412,0.07865559097332361,-0.07031695170536216,0.39542037462929547,-0.024272069591744876
VF23C_Mixed,VF23C,Mixed,0.42741672298741074,-0.4165783984199747,0.11478585061537346,0.05202620972808796,-0.04413374381374272,-0.33319286068714693
VF26A_Mixed,VF26A,Mixed,-0.13152252171109985,-0.2105001229879428,-0.5541969429107023,0.029823390586791843,-0.061305931344774287,-0.012179969059943525
VF32A_Mixed,VF32A,Mixed,-0.632502163850845,-0.28999501099154146,-0.006003478868323134,-0.3679089197627051,-0.020126912069106398,-0.08301831903845532
