label,speaker,language,dim1,dim2,dim3,dim4,dim5,dim6,dim7
VF19B_Eng,VF19B,Eng,0.1818727933207879,-0.23267658372372654,0.21963660969762167,-0.24358279029627536,0.23518182802553134,0.2089241341409085,-0.036836965755518085
VF19D_Eng,VF19D,Eng,-0.5162196763884728,-0.012009759151313935,-0.19052349300123417,0.25557974907296427,0.027847590191102306,0.08997914650320747,-0.14211815590234333
VF21A_Eng,VF21A,Eng,-0.15275873710020899,0.34797964204368487,-0.10399598624430809,-0.1631716077411761,0.28955169804421993,-0.23093864551563523,0.011110098964302777
VF21B_Eng,VF21B,Eng,0.4554645692942231,0.15839701697430555,0.19139834573269315,0.28726310040030995,0.0017300852870386282,-0.07609157472556645,0.13535102556074172
VF21C_Eng,VF21C,Eng,0.44530760027603744,-0.043261780581097566,0.2124694141486071,0.23248545676011725,0.030755237178247116,-0.1087915389434298,-0.14672271020505262
VF21D_Eng,VF21D,Eng,0.43612512475357174,0.33806530808104457,-0.38817727020356496,-0.004424969689050835,0.021386241429517984,0.14130241003253677,0.04312036665300148
VF23B_Eng,VF23B,Eng,-0.2122088378561296,0.35373976333821205,0.13953145761127775,-0.1851838018009206,-0.2991395684640722,0.14779401453007684,0.006671223400157104
VF23C_Eng,VF23C,Eng,-0.27241663415473505,0.266027458579956,0.12818365571113843,-0.20501936570764218,-0.29275449659072433,-0.1479242086033457,-0.011795576404828291
VF26A_Eng,VF26A,Eng,0.18409701583572005,-0.7744959527978915,-0.23287330376162063,-0.12106836347887293,-0.09577439824303238,-0.11856610642095214,-0.0049560664320445775
VF32A_Eng,VF32A,Eng,-0.5492632179807923,-0.40176511276321125,0.024350570309293364,0.14712259248056198,0.08121578314217187,0.0943123690021568,0.146176760121506
