ndim,all_stimuli_all_listeners,all_stimuli_can_listeners,all_stimuli_eng_listeners,can_stimuli_all_listeners,can_stimuli_can_listeners,can_stimuli_eng_listeners,eng_stimuli_all_listeners,eng_stimuli_can_listeners,eng_stimuli_eng_listeners,mixed_stimuli_all_listeners,mixed_stimuli_can_listeners,mixed_stimuli_eng_listeners
2,0.2608299338103853,0.260821750742866,0.25986804983622375,0.23736608598030065,0.23206886117850714,0.23918572047036912,0.22511354455425192,0.22686528912117035,0.22106244086658472,0.24332478056736737,0.2359408940349884,0.23885310666175824
3,0.1846191858983398,0.18518338813834467,0.18404762778968123,0.16244887896705684,0.15626616698695084,0.161398259661547,0.1599259356874701,0.15962957041624887,0.15824276380451094,0.1717029778546107,0.1654842940380932,0.167000770989292
4,0.1390862183932879,0.13923871409767508,0.1371598020352487,0.12384541306526038,0.11834963710256038,0.12167352148781374,0.12009248616965693,0.11866827264548453,0.11405686885081291,0.12766511324388702,0.12327996388732089,0.1272588521320923
5,0.10701578855830343,0.10610866062033507,0.10681692133120625,0.0943123989202289,0.08877164590690524,0.09433319228925033,0.09324979986633647,0.09321027357522568,0.08885583006191183,0.09925703879708728,0.09729382524491034,0.09696510154302104
6,0.08715819638545096,0.08672729844961734,0.08712372562223328,0.07553396623041388,0.07105117068795015,0.0765439575525641,0.07377800980600122,0.07189663886083458,0.07045110528148797,0.08083654405554473,0.0782925198955867,0.07756879417479214
