label,speaker,language,dim1,dim2,dim3,dim4,dim5,dim6
VF19B_Can,VF19B,Can,0.5224703345566304,0.0932665435677825,-0.058672082155633354,0.07985852796387088,0.24324731146823378,-0.18576193752518638
VF19D_Can,VF19D,Can,-0.4930464390391321,0.08842853909149853,0.03690639118659007,-0.24434314677967933,-0.24446658895348414,-0.00487364278091954
VF21A_Can,VF21A,Can,-0.26415429357818143,-0.11810852770535021,-0.18098488935842408,-0.34855261542168864,0.1572239188678941,-0.07799005404995923
VF21B_Can,VF21B,Can,0.4888592225243711,-0.156414554142236,0.02500150228286748,0.03832642703146004,-0.22886912069912382,-0.19934896503497057
VF21C_Can,VF21C,Can,0.5689878948470346,-0.17326047245405787,0.22842110926663634,0.04241947423982469,-0.1172333124462949,0.1873471668143844
VF21D_Can,VF21D,Can,0.23689163329802398,-0.19318212755093275,-0.5004234380107186,-0.001961971938737121,-0.1155224702361822,0.10164650920480076
VF23B_Can,VF23B,Can,0.07438448426006941,0.7482051288031296,0.008147360561588386,-0.037428476962964176,0.10151216085900783,0.15343973503440836
VF23C_Can,VF23C,Can,-0.36667442229947284,0.2404894370984546,-0.11243348957453761,0.3893557580724397,-0.09652856049940867,-0.05563445871412646
VF26A_Can,VF26A,Can,-0.3619202090450334,-0.4662957845333893,0.050637702580965005,0.1322970541529883,0.23795600976664422,0.13820366192381708
VF32A_Can,VF32A,Can,-0.4057982055242826,-0.06312818217488778,0.5033998332206765,-0.04997103035748347,0.06268065187270688,-0.057028014872335206
