label,speaker,language,dim1,dim2,dim3,dim4,dim5,dim6,dim7
VF19B_Eng,VF19B,Eng,0.3290821100925475,0.3185331747688527,0.29091530850823766,0.29960580969966705,-0.04619928964587113,-0.09244895411578993,0.09853311716507769
VF19D_Eng,VF19D,Eng,-0.47408858782725266,0.07760330561416395,0.0357678076590252,-0.12361305623336066,-0.3461567826042966,-0.15589751825051135,-0.07946417621129012
VF21A_Eng,VF21A,Eng,0.10621311125751612,-0.3256367337010753,0.10831939147380121,-0.34565365497839623,0.23267595531055574,-0.15013652938642882,0.05548040071481711
VF21B_Eng,VF21B,Eng,0.3850266177584334,-0.11654771308060656,-0.3939134253123332,0.02695195950295824,-0.11231000435968334,0.2212318589098184,0.005097323832076683
VF21C_Eng,VF21C,Eng,0.4068835839856755,0.021498064577034633,-0.3567846382841984,0.06612770076696875,-0.06432308947435383,-0.23974493927496832,0.052171108822441546
VF21D_Eng,VF21D,Eng,0.3373074358360635,-0.4135472483240064,0.28754268916092235,-0.12247067734997755,-0.18105894299272157,0.17744977797967756,2.932874774753333e-4
VF23B_Eng,VF23B,Eng,-0.5170924672699989,-0.3408414706463656,-0.035942801252530264,0.2896994679258691,0.20402391665311775,0.014517368203994432,0.009062267519081072
VF23C_Eng,VF23C,Eng,-0.3240538656185602,-0.22114823103179537,0.03735708129639816,0.2490589557225388,0.17315597822103282,0.007347693509739975,-0.1765528462155279
VF26A_Eng,VF26A,Eng,0.2351039759370237,0.6302671278480857,0.030184360513608312,-0.1910453515416446,0.14844403402107606,0.067593389097209855,-0.13218066780886048
VF32A_Eng,VF32A,Eng,-0.4843819141514516,0.3698197239757182,-0.0034457737629341022,-0.14866115351462825,-0.008251775128867659,0.15008785332725877,0.16756018470470793
