label,speaker,language,dim1,dim2,dim3,dim4,dim5,dim6,dim7
VF19B_Can,VF19B,Can,0.45024394374729565,0.09053806397873962,-0.07878907939147817,-0.0033021714133775523,0.15600438212603657,0.28605393371300475,0.058204675594179134
VF19D_Can,VF19D,Can,-0.3624664354414131,-0.20113014938612653,-0.21864053268623113,-0.14461384889896511,0.13347221757114586,-0.24985336652842244,-0.009681153353026122
VF21A_Can,VF21A,Can,-0.2685948743983384,-0.6301403249208036,-0.02346182664784538,-0.0613217192732901,-0.031183773725282894,0.07922536569664036,0.1294653246701973
VF21B_Can,VF21B,Can,0.4957165217008933,-0.0563805132224248,-0.19177628010866782,-0.06714954819284528,-0.0017069610141658247,0.030448189706909438,-0.1888708207839406
VF21C_Can,VF21C,Can,0.38742968188616966,0.12470108815099784,0.15014201901450414,0.35185988990476713,0.12021454170425769,-0.15304231363094759,0.04903575823438282
VF21D_Can,VF21D,Can,0.5890497239034096,-0.02522737168825198,-0.11452181661391761,-0.13622710004590674,-0.21640603801100597,-0.12509448709381898,0.08034301130432268
VF23B_Can,VF23B,Can,-0.46189095218370907,0.11413400589046219,-0.29438185734514444,0.3455459716809771,-0.13058352577964896,0.07841225828856728,-0.04290963653163076
VF23C_Can,VF23C,Can,-0.27755194833999974,0.7266506460783583,-0.03520710503913668,-0.17886322681398914,-0.02880893524330558,0.019874551855911266,0.06950502277764835
VF26A_Can,VF26A,Can,-0.15486290194156194,-0.03193777054382986,0.4628564419381809,-0.02416972201351316,-0.24376162273295143,0.021753284363481715,-0.06641663752895118
VF32A_Can,VF32A,Can,-0.39707275893279714,-0.11120767433712227,0.3437800368797326,-0.0817585249338523,0.24275971510482441,0.012222583628667998,-0.07867554438311608
