label,speaker,language,dim1,dim2,dim3,dim4,dim5
VF19B_Eng,VF19B,Eng,0.5753488599750692,-0.23196798805135713,0.2394576612634249,0.12356514590690511,-0.1730208520942217
VF19D_Eng,VF19D,Eng,-0.36405246189259427,0.22175413085961795,0.07110970794626698,-0.04249626879208235,-0.36477681359022524
VF21A_Eng,VF21A,Eng,0.1492643466992291,-0.054979736021867495,0.19968984319977542,-0.015377657634046582,0.3835619256224175
VF21B_Eng,VF21B,Eng,0.26085821096144196,-0.07453360147400487,-0.35767725347162405,-0.31284711366156726,-0.0610261694138448
VF21C_Eng,VF21C,Eng,0.48027936974833646,-0.12431414728195986,-0.35659969495805816,0.14032350883820377,-0.01914877865435995
VF21D_Eng,VF21D,Eng,0.0720370371302418,-0.04467250669362879,0.2995740035971453,-0.3914662365720784,0.018556725460476486
VF23B_Eng,VF23B,Eng,-0.7047623677898217,-0.1560580479323853,-0.17372462565676208,0.01597727813130763,0.15141627504932695
VF23C_Eng,VF23C,Eng,-0.473025340601824,-0.5886231298507019,-0.01454263796924387,0.05706151550033952,0.027442502985161807
VF26A_Eng,VF26A,Eng,0.14782737744338995,0.7860774170471623,-0.06209743088033938,-0.015521684482776632,0.08183301354484515
VF32A_Eng,VF32A,Eng,-0.1437750316734904,0.2673176093991393,0.15481042692937652,0.4407815127657768,-0.04483782890958895
