label,speaker,language,dim1,dim2,dim3,dim4,dim5,dim6
VF19B_can,VF19B,can,-0.1535351895613894,-0.19518028761089978,0.059158099175578634,-0.05600757149179795,-0.02136802167457329,-0.4085359744879799
VF19B_eng,VF19B,eng,-0.06186789932336836,-0.09958069642533014,0.04759103655305285,-0.04981772621297393,-0.06031480448668447,-0.4054121952594328
VF19D_can,VF19D,can,0.11566072200295233,0.19075824360901078,-0.04169130666544532,0.18868114018156623,-0.026402635790445873,0.37529309590855203
VF19D_eng,VF19D,eng,0.11327064770351522,0.16148767621935967,-0.021161430919856172,0.13501720277367188,0.00500231483859748,0.408504482134991
VF21A_can,VF21A,can,0.34470254556633667,0.35773791794467624,-0.1143469916259651,0.3577575848537324,0.2418909212134081,-0.09507952236164507
VF21A_eng,VF21A,eng,0.4397450710360601,0.21904661717774576,-0.11309428776243713,0.3278336891701888,0.2592964873233133,-0.11515320572657461
VF21B_can,VF21B,can,-0.5510973094554665,-0.3347671008080201,0.0791586101699441,0.3475481691572469,-0.09848965837896267,-0.007541853378686103
VF21B_eng,VF21B,eng,-0.5242999063343969,-0.38312969522378465,0.07928280951051761,0.3277885089660994,-0.14830038271362272,0.02645643177668259
VF21C_can,VF21C,can,-0.20683589537553068,-0.3018344767784722,-0.48968897030190683,-0.07567816390192425,-0.11269978039782672,0.022065290989908806
VF21C_eng,VF21C,eng,-0.15521687183179061,-0.2647510064289436,-0.519541478830002,-0.06874277303293314,-0.11749018028876032,9.906841265349298e-4
VF21D_can,VF21D,can,-0.3386171714907264,-0.2793781992442984,-0.025244599933214866,-0.06294992494272034,0.4297095142999017,0.027041074163559796
VF21D_eng,VF21D,eng,-0.24300023899226345,-0.2968788062024991,-0.027029758079361525,-0.08043319480785617,0.4526239453425573,0.029801281696957727
VF23B_can,VF23B,can,0.15780322266252989,0.014242700458871289,0.5801276447788534,0.00268689790382483,0.033131283748182014,0.04562675080646048
VF23B_eng,VF23B,eng,0.3342355247433541,-0.2332705663909686,0.48265645840689586,-0.07236467170241025,-0.04626276388779358,0.05943900979326874
VF23C_can,VF23C,can,0.6695376969081518,-0.26270630614871443,-0.04421936606870311,-0.3340127387894197,-0.015910336201453778,0.014725160405793178
VF23C_eng,VF23C,eng,0.675835208759707,-0.3569469504426791,0.06465616219634446,-0.2773720417764688,-0.07219276366718666,0.04844900080637673
VF26A_can,VF26A,can,-0.41124300023448224,0.538122164201918,0.02279594807695212,-0.36563619021536325,0.06136498995695062,0.018132488141093327
VF26A_eng,VF26A,eng,-0.4349047701849192,0.4973029707910488,0.027267496145016338,-0.40880539371618907,0.019084612202162596,0.023728209331626737
VF32A_can,VF32A,can,0.1254273955124515,0.5157964965604125,-0.034536653889873745,0.08026325188359809,-0.39998424471433247,-0.027857665363739407
VF32A_eng,VF32A,eng,0.104400217889296,0.5139293047415602,-0.012139420936424285,0.08424394570012832,-0.3826884967234217,-0.040672543503735024
