label,speaker,language,dim1,dim2,dim3,dim4,dim5
VF19B_can,VF19B,can,0.2563275359393719,-0.3674382374942651,0.06287331043964742,-0.35737744678319905,-0.23270282668766068
VF19B_eng,VF19B,eng,0.16477454006618159,-0.3364151327671993,0.029600671181790772,-0.3520707542029277,-0.24396528423350122
VF19D_can,VF19D,can,-0.3196560465187173,0.3456918485156134,-0.10525444928104404,0.3483774776353452,0.17166224576367045
VF19D_eng,VF19D,eng,-0.2684242231147286,0.3706452213941077,-0.0804016190395348,0.3782201057815043,0.1664720658914626
VF21A_can,VF21A,can,-0.12866682261311826,0.03168628087763697,-0.4907975032875511,-0.1976200406394432,0.14784410234496012
VF21A_eng,VF21A,eng,0.007833489538994695,0.09744249428569114,-0.4737490565988865,-0.22841620410682517,0.15620704325624823
VF21B_can,VF21B,can,0.10715252248172306,-0.6041062353500253,-0.04240266838863392,0.2844651888592061,0.04789665026900078
VF21B_eng,VF21B,eng,0.15212493765853394,-0.5688979158878543,-0.07970412757007786,0.2732957994916638,0.018269546607472237
VF21C_can,VF21C,can,0.625977095245329,-0.01979200540478502,-0.16954123794924414,0.21458098841191586,-0.12505248312365255
VF21C_eng,VF21C,eng,0.6842812759254072,0.11247453348439275,-0.20611610533475272,0.17439068605558453,-0.12385977608266456
VF21D_can,VF21D,can,0.27411717698393595,-0.1682080703396689,0.15113777732570505,-0.07241199743433623,0.4292653812621362
VF21D_eng,VF21D,eng,0.3153534720916953,-0.1268545562845943,0.15642910163255844,-0.122136697397749,0.4293409011602563
VF23B_can,VF23B,can,0.089984460626727,0.0997436267833776,0.5270154600703143,0.1662655825354677,-0.129465397681075
VF23B_eng,VF23B,eng,0.08198254636473172,0.19551835026808984,0.533206234632666,0.12371096420347964,-0.11585198681164867
VF23C_can,VF23C,can,0.07649112635449049,0.5928842884646015,0.10171491133659476,-0.2853206436383503,0.008259525624577522
VF23C_eng,VF23C,eng,0.16459360302260556,0.6439478497510059,0.11544612054123395,-0.26855674525630097,-0.013066373566638857
VF26A_can,VF26A,can,-0.7043210410286215,-0.23697212011145788,0.14673877609532454,-0.13668414499445755,0.09973630547866698
VF26A_eng,VF26A,eng,-0.7522521556437872,-0.23521059516122347,0.13900264495268924,-0.16225694776076993,0.10448252279097277
VF32A_can,VF32A,can,-0.46726889518956877,0.059353092837153495,-0.1552495770564896,0.101549024351188,-0.37759631682722017
VF32A_eng,VF32A,eng,-0.3604045981911884,0.11450728213941742,-0.15994866370226704,0.11799580488899125,-0.4178758454353792
